concept URI,concept prefLabel,field,old value,new value,action,language
http://data.europa.eu/esco/skill/222bcd83-1ac6-4c2f-93c9-39ac835067f1,manage vehicle inventory,altLabel,supervise  vehicle inventory,supervise vehicle inventory,Updated,en
http://data.europa.eu/esco/skill/9aba81c6-b5b3-4c32-ab93-4280c17179fc,manage relationships with artists,altLabel,regulate  relationships with artists,regulate relationships with artists,Updated,en
http://data.europa.eu/esco/skill/9e4dc918-cc74-432e-9b39-53b1b606748a,advise on archaeological sites,description,Consult geological maps and data and analyse aerial photographs; provide advice on site selection and archaeological issues. ,Consult geological maps and data and analyse aerial photographs; provide advice on site selection and archaeological issues.,Updated,en
http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,design computer network,altLabel,,design wide area network,Added,en
http://data.europa.eu/esco/skill/e2088cd0-b174-468a-adc0-921efdadb337,sign language,altLabel,Lithuanian Sign Language ,Lithuanian Sign Language,Updated,en
http://data.europa.eu/esco/skill/39e7d2a3-8d01-497c-8c5f-d51ab53a4a22,present arguments persuasively,altLabel,undertake  arguments persuasively,undertake arguments persuasively,Updated,en
http://data.europa.eu/esco/skill/c5ff50d7-97d3-401e-90ac-e5ae756a52de,monitoring health conditions of humans and animals,scopeNote,"Excludes:
- Testing and analysing substances

Examples:
- Monitor patient's health condition
- Monitor pregnancy
- Monitor fish health status","Excludes:
- Testing and analysing substances Examples:
- Monitor patient's health condition
- Monitor pregnancy
- Monitor fish health status.",Updated,en
http://data.europa.eu/esco/skill/b1084057-66a7-4ab6-8162-41c4e74d00cb,carry out repairs and maintenance of vehicle bodies,altLabel,make  repairs and maintenance of vehicle bodies,make repairs and maintenance of vehicle bodies,Updated,en
http://data.europa.eu/esco/skill/bc05eaf7-8d1f-46e3-8834-9d45c4e92831,fisheries legislation,description,The study and analysis of different fisheries management approaches taking into account international treaties and industry norms in order to analyze fisheries management regulations. ,The study and analysis of different fisheries management approaches taking into account international treaties and industry norms in order to analyze fisheries management regulations.,Updated,en
http://data.europa.eu/esco/skill/a7445303-2d79-4dd6-b3a3-f46bd3e2de0d,provide home pet sitting services,prefLabel,provide home pet sitting services ,provide home pet sitting services,Updated,en
http://data.europa.eu/esco/skill/d8a37cc7-878d-4c76-af69-3584282d8a8f,densiometry,description,"Diagnosis procedure that measures the degree of mineralisation and calcium in a bone by passing x-rays, to determine its thickness or strength. Densiometry is used to diagnose osteoporosis and monitor its evolution, predicting whether there is a risk of certain bones breaking","Diagnosis procedure that measures the degree of mineralisation and calcium in a bone by passing x-rays, to determine its thickness or strength. Densiometry is used to diagnose osteoporosis and monitor its evolution, predicting whether there is a risk of certain bones breaking.",Updated,en
http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0,use experience map,altLabel,,examine touchpoints with a brand,Added,en
http://data.europa.eu/esco/skill/4c216189-4116-4e49-9557-8360378ea717,provide training on technological business developments,altLabel,,deliver training on technological business developments,Added,en
http://data.europa.eu/esco/skill/57c55dc7-b35d-4295-bdd4-ded3ba2e201e,assess administrative burden,prefLabel,assess administrative burden ,assess administrative burden,Updated,en
http://data.europa.eu/esco/skill/0bb20984-b5c9-4036-8ad9-6613d1726f17,install spindles,description,"Install spindles, vertical elements that connect a handrail to a bottom element such as a staircase or balustrade bottom. ","Install spindles, vertical elements that connect a handrail to a bottom element such as a staircase or balustrade bottom.",Updated,en
http://data.europa.eu/esco/skill/6a7792a9-888a-46ad-afc9-2c0d94c8fde6,create business process models,altLabel,,develop business process diagrams,Added,en
http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programming computer systems,description,"Writing and submitting  instructions, specifications and programmes for computers.","Writing and submitting instructions, specifications and programmes for computers.",Updated,en
http://data.europa.eu/esco/skill/5fe75cac-79bf-42a0-b358-c6f9513eba9a,types of fibre for polymer reinforcement,altLabel,types of fiber  for polymer reinforcement,types of fiber for polymer reinforcement,Updated,en
http://data.europa.eu/esco/skill/6b4bff9e-11e7-45b9-9b21-2d205c2fe771,develop an artistic approach to your interpretation,description,Contribute as a performer to the development of an artistic approach or creative project. Analyse and evaluate your own practice and expertise in general and in relation with the artistic proposal.  Analyse the artistic approach proposed and describe your artistic vision for the creation of your role. Identify the components of the show developing the choreographer's or director's artistic intent and comprehending the character of the work. Participate in the creative process helping to prepare a production of the work. ,Contribute as a performer to the development of an artistic approach or creative project. Analyse and evaluate your own practice and expertise in general and in relation with the artistic proposal. Analyse the artistic approach proposed and describe your artistic vision for the creation of your role. Identify the components of the show developing the choreographer's or director's artistic intent and comprehending the character of the work. Participate in the creative process helping to prepare a production of the work.,Updated,en
http://data.europa.eu/esco/skill/4dafe480-f2ae-46b5-bd5e-8d4e538f50c7,identify training needs,altLabel,,recognise training needs,Added,en
http://data.europa.eu/esco/skill/db5d130a-b89e-4386-95b0-1d79d7a9b0f2,types of thread,description,"Types of thread, such as unified thread, metric thread, square thread, ACME thread, buttress thread and their qualities and applications. ","Types of thread, such as unified thread, metric thread, square thread, ACME thread, buttress thread and their qualities and applications.",Updated,en
http://data.europa.eu/esco/skill/a02d7f88-a240-4644-911b-169af470be5a,use reheating techniques,description,"Apply reheating techniques including steaming, boiling or bain marie.","Apply reheating techniques including steaming, boiling or bain marie.",Updated,en
http://data.europa.eu/esco/skill/77a2918f-5969-4545-a632-d3e6a853b2c5,training animals,scopeNote,"Examples:
- Train horses
- Train gun dogs","Examples:
- Train horses
- Train gun dogs.",Updated,en
http://data.europa.eu/esco/skill/52845dce-98ba-48b5-8abc-09a2c580be28,colour grading,altLabel,color  grading,color grading,Updated,en
http://data.europa.eu/esco/skill/f8f1f725-0105-41fa-9887-4df9e7a7af1e,manage email hosting service,altLabel,,maintain a private e-mail service platform,Added,en
http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,using digital tools for collaboration and productivity,scopeNote,"Excludes:
- Computer programming
- Resolving computer problems

Examples:
- Use email software and services
- Operate GPS systems
- Use personal organisation software","Excludes:
- Computer programming
- Resolving computer problems Examples:
- Use email software and services
- Operate GPS systems
- Use personal organisation software.",Updated,en
http://data.europa.eu/esco/skill/50ed4d18-60a8-4f14-a94c-73fd0d561c23,occupational therapy theories,description,"The fundamental theories that underlie occupational therapy practice, occupation-based models, and frames of reference used in this context.'","The fundamental theories that underlie occupational therapy practice, occupation-based models, and frames of reference used in this context.'.",Updated,en
http://data.europa.eu/esco/skill/9aba81c6-b5b3-4c32-ab93-4280c17179fc,manage relationships with artists,altLabel,supervise  relationships with artists,supervise relationships with artists,Updated,en
http://data.europa.eu/esco/skill/97db841c-31bf-4aa0-85b9-0ddd0a77b7a5,analyse a script,altLabel,analyze  a script,analyze a script,Updated,en
http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85,operate 3D computer graphics software,altLabel,,use 3D visualization and processing software,Added,en
http://data.europa.eu/esco/skill/d77d7685-04fb-43a4-a1ac-09a10811f646,corporate law,description,"The legal rules that govern how corporate stakeholders (such as shareholders, employees, directors, consumers, etc) interact with one another, and the responsibilities corporations have to their stakeholders.","The legal rules that govern how corporate stakeholders (such as shareholders, employees, directors, consumers, etc) interact with one another, and the responsibilities corporations have to their stakeholders.",Updated,en
http://data.europa.eu/esco/skill/5f5e9350-1d13-4391-b9e1-07f6b2047fc5,e-learning,altLabel,,online learning solutions,Added,en
http://data.europa.eu/esco/skill/457c2e47-07e6-4073-827e-e1c21f3e5869,evaluation theory,altLabel,theory and models of evaluation ,theory and models of evaluation,Updated,en
http://data.europa.eu/esco/skill/13666d7d-41a8-42b6-80ba-34ea6a64667f,particle animation,altLabel,,particles movement simulation,Added,en
http://data.europa.eu/esco/skill/59d50ec6-237f-4f65-a06b-7b449d55ff99,repair leather goods,altLabel,,restore leather items,Added,en
http://data.europa.eu/esco/skill/6c4ac9e9-e9d6-4527-a8df-b51b9197850f,sell lubricant cooling products for vehicles,altLabel,barter  lubricant cooling products for vehicles,barter lubricant cooling products for vehicles,Updated,en
http://data.europa.eu/esco/skill/1859883d-c047-4fe1-8e74-7bb4385d6ad2,apply 3D imaging techniques,altLabel,,create 3D vector graphics,Added,en
http://data.europa.eu/esco/skill/4dafe480-f2ae-46b5-bd5e-8d4e538f50c7,identify training needs,altLabel,,assess training needs,Added,en
http://data.europa.eu/esco/skill/211e4a02-69a6-494e-b94a-93741e2a3a0b,disassemble mobile devices,altLabel,disassemble cell phone  devices,disassemble cell phone devices,Updated,en
http://data.europa.eu/esco/skill/d68f99e3-c171-4705-98bb-78b8f46e5bd5,breed dogs,prefLabel,breed dogs ,breed dogs,Updated,en
http://data.europa.eu/esco/skill/a9dc215e-4e26-4ac0-b1e8-a721a88af813,execute conversion testing,altLabel,enact  conversion testing,enact conversion testing,Updated,en
http://data.europa.eu/esco/skill/95507a1e-1aef-481a-b269-f5e690be8ff6,operate vacuum machines,altLabel,work  vacuum machines,work vacuum machines,Updated,en
http://data.europa.eu/esco/skill/ce8ae6ca-61d8-4174-b457-641de96cbff4,automate cloud tasks,description,Automate manual or repeatable processes to minimize management overhead. Evaluate cloud automation alternatives for network deployments and tool-based alternatives for network operations and management. ,Automate manual or repeatable processes to minimize management overhead. Evaluate cloud automation alternatives for network deployments and tool-based alternatives for network operations and management.,Updated,en
http://data.europa.eu/esco/skill/3c1af34b-4562-4c39-a30e-0812b84a147e,use specialised design software,altLabel,use specialized  design software,use specialized design software,Updated,en
http://data.europa.eu/esco/skill/70ac2c90-656a-4fa3-886c-5b9305db2087,processing information,scopeNote,"Excludes:
- Skills in the use of specific ICT tools to process data","Excludes:
- Skills in the use of specific ICT tools to process data.",Updated,en
